,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
3806,2024-03-06 09:02:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-07-30,GUATEMALA,YES,2024-07-10,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,albemarle district jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d36e1014dddf4e4a5b566d1cfc9ab3927a99d73b,last_year,"federal, state or local incarceration",29,2024,3,01,2024-03-01,,,False,pasquotank county,,y
3807,2024-11-04 15:23:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-04,GUATEMALA,YES,2025-02-14,"(b)(6), (b)(7)(C)",1996,GUATEMALA,Male,"greenville, sc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d378fb4eb3a0e29d6b8e49bbc7a641c53b5356d3,not in compare range,"non-custodial, located, traffic check or worksite enforcement",29,2024,11,01,2024-11-01,,,False,DELETE,,n
3808,2025-06-01 08:45:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-07-05,MEXICO,YES,2014-12-22,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d37a65222a0ba6efefc4e81da99e0939ea850d46,this_year,"federal, state or local incarceration",38,2025,6,01,2025-06-01,,,False,wake county,,y
3809,2025-05-15 16:02:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-06-25,"(b)(6), (b)(7)(C)",1993,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3912f9020913dffc5d5019cb87ae46489496ec8,this_year,"federal, state or local incarceration",32,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
3810,2025-04-23 11:15:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-06-04,HONDURAS,YES,2013-11-05,"(b)(6), (b)(7)(C)",1990,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d391a4b11652b03d427a7264a450a89749e6ab94,this_year,"non-custodial, located, traffic check or worksite enforcement",35,2025,4,01,2025-04-01,,,False,mecklenburg county,,n
3811,2025-01-15 11:32:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-10,MEXICO,YES,2025-01-31,"(b)(6), (b)(7)(C)",2000,MEXICO,Male,"gcn general area, gaston 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3b2cf3f009c8ec27a6504b571101055cf312d5e,not in compare range,287g,25,2025,1,01,2025-01-01,,,False,gaston county,,y
3812,2025-02-21 11:24:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-17,GUATEMALA,YES,2025-05-07,"(b)(6), (b)(7)(C)",1988,GUATEMALA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3bac3ad187ace6e731fb6638337e77b7cf54d2b,this_year,"non-custodial, located, traffic check or worksite enforcement",37,2025,2,01,2025-02-01,,,False,mecklenburg county,,n
3813,2025-01-26 14:17:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-02-19,GUATEMALA,YES,2019-05-31,"(b)(6), (b)(7)(C)",1993,GUATEMALA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3beefcc7304cf6897a9299e200ae16240432038,this_year,"non-custodial, located, traffic check or worksite enforcement",32,2025,1,01,2025-01-01,,,False,mecklenburg county,,n
3814,2024-05-22 15:06:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-07-01,MEXICO,YES,2024-06-21,"(b)(6), (b)(7)(C)",1989,MEXICO,Male,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3cabe53ddbac3b9e563bac4113b79f9684553de,last_year,287g,36,2024,5,01,2024-05-01,,,False,cabarrus county,,y
3815,2023-09-19 11:13:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Located,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1994,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3d135b49e0ff00565b7cedd809b28afe0f679c6,not in compare range,"non-custodial, located, traffic check or worksite enforcement",31,2023,9,01,2023-09-01,,,False,mecklenburg county,,n
3816,2025-07-27 13:54:09,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,moore county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3d640e5cc184d92681f39a414a692bab5ceac86,not in compare range,"federal, state or local incarceration",29,2025,7,01,2025-07-01,,,False,moore county,,y
3817,2025-06-12 11:44:53,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-11,MEXICO,YES,2013-03-07,"(b)(6), (b)(7)(C)",1986,MEXICO,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3d8646dbf025422385a41eb118bd9003b8ab82a,this_year,"federal, state or local incarceration",39,2025,6,01,2025-06-01,,,False,wake county,,y
3818,2025-06-10 12:46:54,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-06-26,"(b)(6), (b)(7)(C)",2002,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3e0fc7e899eaf793d817473544b9c01aa462142,this_year,"federal, state or local incarceration",23,2025,6,01,2025-06-01,,,False,new hanover county,,y
3819,2025-05-09 08:32:23,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,3-Voluntary Departure Confirmed,[3] Deportable - Administratively Final Order,2025-06-23,MEXICO,YES,2025-06-23,"(b)(6), (b)(7)(C)",1988,MEXICO,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3e13b294ac1082b836b76b0b735e2c9ada6ba28,this_year,"federal, state or local incarceration",37,2025,5,01,2025-05-01,,,False,wake county,,y
3820,2025-03-16 12:54:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1983,NICARAGUA,Male,"davie county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d3fdf30726bcb3274629798f66b93f8c11b42961,this_year,"federal, state or local incarceration",42,2025,3,01,2025-03-01,,,False,davie county,,y
3821,2024-04-24 10:10:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-06-17,MEXICO,YES,2024-05-21,"(b)(6), (b)(7)(C)",1985,MEXICO,Male,pender doc,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d40543269ef44869373c406c5c5825314064a3d5,last_year,"federal, state or local incarceration",40,2024,4,01,2024-04-01,,,False,pender county,,y
3822,2025-07-19 13:35:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1975,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d405a626f40b841cd21b6c164f72ab9d8c9edff6,not in compare range,"federal, state or local incarceration",50,2025,7,01,2025-07-01,,,False,mecklenburg county,,y
3823,2024-03-25 15:54:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-04-29,MEXICO,YES,2024-04-18,"(b)(6), (b)(7)(C)",1990,MEXICO,Male,"wil general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d40849d220d0b78f2f85bcfa486401c969bc5925,last_year,"federal, state or local incarceration",35,2024,3,01,2024-03-01,,,False,new hanover county,best guess,y
3824,2025-05-24 10:49:02,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2023-11-02,"(b)(6), (b)(7)(C)",1997,UZBEKISTAN,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d425e1b2ffa85cb46aaded181a922937ac07d8d3,this_year,"federal, state or local incarceration",28,2025,5,01,2025-05-01,,,False,wake county,,y
3825,2024-08-02 07:38:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-09-02,MEXICO,YES,2024-08-14,"(b)(6), (b)(7)(C)",1997,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4277485fa0d3fc69ef78b552e2c2dc6616c1fa5,not in compare range,"non-custodial, located, traffic check or worksite enforcement",28,2024,8,01,2024-08-01,,,False,mecklenburg county,,n
3826,2025-05-06 12:44:20,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-25,MEXICO,YES,2025-06-05,"(b)(6), (b)(7)(C)",2003,MEXICO,Male,"hen general area, henderson 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d42dbe6ffb9539dad17d7614dd706a2f710dde72,this_year,287g,22,2025,5,01,2025-05-01,,,False,henderson county,,y
3827,2023-10-02 10:26:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2024-02-27,UKRAINE,YES,2023-04-18,"(b)(6), (b)(7)(C)",1983,UKRAINE,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d42de6fe5191a219ad30162ad584435adf566c3e,not in compare range,"federal, state or local incarceration",42,2023,10,01,2023-10-01,,,False,granville county,,y
3828,2025-02-24 11:14:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2025-03-21,MEXICO,YES,2015-01-12,"(b)(6), (b)(7)(C)",1966,MEXICO,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4313ee7c6571119691afea8594bd612d528cadb,this_year,"federal, state or local incarceration",59,2025,2,01,2025-02-01,,,False,granville county,,y
3829,2025-03-17 10:55:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-05,MEXICO,YES,2025-04-24,"(b)(6), (b)(7)(C)",1995,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d437bcd487582baa191cd7555bf38afc2dda05dd,this_year,"federal, state or local incarceration",30,2025,3,01,2025-03-01,,,False,wake county,,y
3830,2025-06-25 17:59:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Worksite Enforcement,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[1A] Voluntary Departure - Un-Expired and Un-Extended Departure Period,2025-07-11,MEXICO,NO,,"(b)(6), (b)(7)(C)",2001,MEXICO,Male,"gaston county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d43b16fa6dabe1ef27c30f43afa64acc96cb926c,this_year,"non-custodial, located, traffic check or worksite enforcement",24,2025,6,01,2025-06-01,,,False,gaston county,,n
3831,2025-06-25 17:06:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2002,HONDURAS,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d443849dd2942d2d7089264b4cd3ca6c7debda21,this_year,"federal, state or local incarceration",23,2025,6,01,2025-06-01,,,False,mecklenburg county,,y
3832,2024-07-25 10:37:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-19,MEXICO,YES,2024-01-24,"(b)(6), (b)(7)(C)",1988,MEXICO,Male,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d45026f667a96884fa1c769c5ede3e94270cb189,not in compare range,287g,37,2024,7,01,2024-07-01,,,False,cabarrus county,,y
3833,2024-08-05 09:07:00,north carolina,,atlanta area of responsibility,Detained Docket Control,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-09-02,MEXICO,YES,2014-01-15,"(b)(6), (b)(7)(C)",1969,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d460b355e28a9fa55e305884a574ad7ecc6d9261,not in compare range,probation and parole,56,2024,8,01,2024-08-01,,,False,wake county,,y
3834,2025-01-21 10:59:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-28,HONDURAS,YES,2023-07-11,"(b)(6), (b)(7)(C)",2003,HONDURAS,Male,"gcn general area, gaston 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d469961de3efc7e4c2063556eec4ef02aad825d3,this_year,287g,22,2025,1,01,2025-01-01,,,False,gaston county,,y
3835,2025-02-03 15:34:00,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1978,MEXICO,Male,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d477754b98cd2d4224fe07cb9b305fe36c38efaf,this_year,287g,47,2025,2,01,2025-02-01,,,False,cabarrus county,,y
3836,2025-07-09 12:18:56,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2019-11-07,"(b)(6), (b)(7)(C)",2000,HONDURAS,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d47c374e40908faaca7adf8989133a8f2e56cf79,not in compare range,"federal, state or local incarceration",25,2025,7,01,2025-07-01,,,False,wake county,,y
3837,2024-04-16 10:00:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-07-22,MEXICO,YES,2024-07-09,"(b)(6), (b)(7)(C)",1992,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d47d1f3b99f9180d283e64da1d2d89731ce3eb79,last_year,"federal, state or local incarceration",33,2024,4,01,2024-04-01,,,False,mecklenburg county,,y
3838,2025-06-25 13:00:00,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,Worksite Enforcement,3 Other Immigration Violator,ACTIVE,[3] Deportable - Administratively Final Order,,,NO,,"(b)(6), (b)(7)(C)",1999,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4979bc65306cb951cdcb498a419c91daf4fa124,this_year,"non-custodial, located, traffic check or worksite enforcement",26,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
3839,2023-12-29 10:02:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-02-23,EL SALVADOR,YES,2024-01-10,"(b)(6), (b)(7)(C)",1993,EL SALVADOR,Male,butner bop facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4ae899ddc552575af1f53356834cf6571fea7bf,not in compare range,"non-custodial, located, traffic check or worksite enforcement",32,2023,12,01,2023-12-01,,,False,granville county,,n
3840,2025-06-27 15:33:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Worksite Enforcement,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1988,MEXICO,Female,"gaston county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4b23638b899e00254d15b6a0798bb8ba72d4e21,this_year,"non-custodial, located, traffic check or worksite enforcement",37,2025,6,01,2025-06-01,,,False,gaston county,,n
3841,2025-01-24 09:13:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1999,NICARAGUA,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4d4c267214eac42fbbe1f1f8f414a074648deab,this_year,"federal, state or local incarceration",26,2025,1,01,2025-01-01,,,False,mecklenburg county,,y
3842,2023-09-15 09:57:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1991,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4dd0be1a3a84eb9d0e70fe0670ca96ac806340a,not in compare range,"federal, state or local incarceration",34,2023,9,01,2023-09-01,,,False,mecklenburg county,,y
3843,2025-03-06 16:20:09,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-26,HONDURAS,YES,2001-11-13,"(b)(6), (b)(7)(C)",1986,HONDURAS,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d4e5f76294985d019f3c13a4770fa13cf4ad8f64,this_year,"federal, state or local incarceration",39,2025,3,01,2025-03-01,,,False,mecklenburg county,,y
3844,2024-08-27 11:25:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2024-10-01,ECUADOR,YES,2023-04-18,"(b)(6), (b)(7)(C)",1990,ECUADOR,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d50ca64cc761ffa231078cf8cf94317a3fedfebc,not in compare range,"federal, state or local incarceration",35,2024,8,01,2024-08-01,,,False,wake county,,y
3845,2025-04-14 11:38:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-05-30,EL SALVADOR,YES,2008-10-30,"(b)(6), (b)(7)(C)",1992,EL SALVADOR,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d51d8a9c8b15a219cc1129f752eb9b1c7f00dc4f,this_year,"federal, state or local incarceration",33,2025,4,01,2025-04-01,,,False,wake county,,y
3846,2025-05-13 12:44:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-08,GUATEMALA,YES,2025-06-18,"(b)(6), (b)(7)(C)",1999,GUATEMALA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d52b1ff308c61d7a9dad18ef50dc1a87e534d9b3,this_year,"non-custodial, located, traffic check or worksite enforcement",26,2025,5,01,2025-05-01,,,False,mecklenburg county,,n
3847,2025-01-26 14:20:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-02-17,MEXICO,YES,2025-02-12,"(b)(6), (b)(7)(C)",2005,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d53500275ef159e03a84e7c89e1374a3acc1eaa5,this_year,"non-custodial, located, traffic check or worksite enforcement",20,2025,1,01,2025-01-01,,,False,mecklenburg county,,n
3848,2024-04-25 11:00:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-18,MEXICO,NO,,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,pitt county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d53a476ef85d874a4688881e3f8b067d5ae5dcae,last_year,"non-custodial, located, traffic check or worksite enforcement",29,2024,4,01,2024-04-01,,,False,pitt county,,n
3849,2024-09-16 10:15:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-23,MEXICO,YES,2024-12-12,"(b)(6), (b)(7)(C)",1975,MEXICO,Male,franklin county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",d53bd7565f1880b4fff6427593a208a3bb75c6d6,not in compare range,"federal, state or local incarceration",50,2024,9,01,2024-09-01,,,False,franklin county,,y
